,0,1,2,3,4,5,6,7,8,9,10,11
173,174,Jaroslav BOBAK (#839),04:58:07,"NZL
																							|","40-44
(21)","Male 
													(152)",00:34:40,00:04:50,02:40:00,00:01:26,01:37:09,
174,175,Thomas MORETON (#96),04:58:08,"GBR
																							|","35-39
(21)","Male 
													(153)",00:39:04,00:07:14,02:32:28,00:02:54,01:36:26,
175,176,Frank SMITH (#238),04:58:39,"NZL
																							|","25-29
(28)","Male 
													(154)",00:31:01,00:04:59,02:48:59,00:00:57,01:32:42,
176,177,Ainslie BAKKER (#353),04:58:50,"AUS
																							|","18-24
(1)","Female 
													(23)",00:32:08,00:05:50,02:24:09,00:01:16,01:55:24,
177,178,Chris WHELDON (#768),04:59:00,"AUS
																							|","35-39
(22)","Male 
													(155)",00:30:31,00:06:32,02:42:25,00:04:12,01:35:19,
178,179,Willie HANSEN (#741),04:59:04,"NZL
																							|","35-39
(23)","Male 
													(156)",00:32:31,00:05:14,02:31:16,00:01:40,01:48:20,
179,180,Shane YEATES (#1012),04:59:16,"NZL
																							|","45-49
(17)","Male 
													(157)",00:32:54,00:05:01,02:25:41,00:01:33,01:54:05,
180,181,Claire Danae KIRBY (#60),04:59:21,"NZL
																							|","30-34
(5)","Female 
													(24)",00:32:24,00:05:08,02:37:17,00:01:16,01:43:14,
181,182,Brodie CATTERICK (#407),04:59:32,"NZL
																							|","25-29
(29)","Male 
													(158)",00:33:12,00:08:07,02:19:09,00:03:18,01:55:43,
182,183,Jason SKLENAR (#261),04:59:44,"GBR
																							|","45-49
(18)","Male 
													(159)",00:37:24,00:05:39,02:33:41,00:02:42,01:40:15,
183,184,Thibault MANDERS (#82),04:59:44,"BEL
																							|","25-29
(30)","Male 
													(160)",00:32:18,00:05:07,02:25:49,00:02:30,01:53:59,
184,185,Brent STIELLER (#1392),04:59:49,"NZL
																							|","55-59
(5)","Male 
													(161)",00:35:03,00:06:30,02:33:04,00:02:11,01:43:00,
185,186,Phil CLOSE (#576),04:59:59,"NZL
																							|","30-34
(21)","Male 
													(162)",00:30:21,00:04:20,02:24:42,00:01:10,01:59:24,
186,187,Dean SISSON (#1030),05:00:03,"NZL
																							|","45-49
(19)","Male 
													(163)",00:36:30,00:05:53,02:37:27,00:01:24,01:38:48,
187,188,Paul Michael DELLABARCA (#1447),05:00:17,"NZL
																							|","60-64
(3)","Male 
													(164)",00:30:35,00:06:44,02:41:39,00:02:20,01:38:57,
188,189,Louis YOUNG (#324),05:00:26,"NZL
																							|","18-24
(16)","Male 
													(165)",00:37:16,00:06:28,02:49:41,00:04:05,01:22:54,
189,190,Martyn BIRCH (#1361),05:00:26,"NZL
																							|","55-59
(6)","Male 
													(166)",00:27:54,00:05:25,02:45:44,00:01:19,01:40:02,
190,191,Jean-Pierre MEYER (#1495),05:00:43,"NZL
																							|","30-34
(22)","Male 
													(167)",00:29:57,00:06:02,02:35:46,00:02:53,01:46:04,
191,192,Stewart MCROBIE (#1371),05:00:50,"NZL
																							|","55-59
(7)","Male 
													(168)",00:34:03,00:06:27,02:33:52,00:02:12,01:44:13,
192,193,Kristine REID (#1309),05:00:55,"NZL
																							|","50-54
(1)","Female 
													(25)",00:31:15,00:05:42,02:42:59,00:01:37,01:39:20,
193,194,Stephen LETT (#746),05:00:56,"NZL
																							|","35-39
(24)","Male 
													(169)",00:37:02,00:06:28,02:42:00,00:02:28,01:32:56,
194,195,Thomas TROLLOPE (#766),05:00:56,"NZL
																							|","35-39
(25)","Male 
													(170)",00:33:55,00:05:00,02:42:59,00:01:11,01:37:49,
195,196,Mark TAYLOR (#1073),05:01:00,"NZL
																							|","45-49
(20)","Male 
													(171)",00:34:03,00:07:37,02:30:56,00:02:18,01:46:05,
196,197,Fleur BROMLEY (#960),05:01:16,"NZL
																							|","40-44
(3)","Female 
													(26)",00:29:59,00:05:09,02:47:00,00:01:17,01:37:50,
197,198,Gary WALDEN (#1204),05:01:26,"NZL
																							|","50-54
(18)","Male 
													(172)",00:33:21,00:07:00,02:39:55,00:01:56,01:39:11,
198,199,Kelly SUTHERLAND (#785),05:01:30,"NZL
																							|","35-39
(1)","Female 
													(27)",00:32:49,00:05:32,02:43:21,00:01:10,01:38:36,
199,200,James HOLDER (#717),05:01:33,"GBR
																							|","35-39
(26)","Male 
													(173)",00:30:12,00:05:25,02:41:38,00:01:08,01:43:08,
200,201,Henry REYES (#757),05:01:49,"VEN
																							|","35-39
(27)","Male 
													(174)",00:30:11,00:05:51,02:42:12,00:01:32,01:42:02,
201,202,Brendan HEAL (#107),05:01:58,"NZL
																							|","45-49
(21)","Male 
													(175)",00:33:01,00:05:42,02:31:21,00:01:34,01:50:17,
202,203,Nick VAUGHAN (#1281),05:02:04,"NZL
																							|","50-54
(19)","Male 
													(176)",00:32:53,00:05:49,02:33:08,00:02:23,01:47:49,
203,204,Peter FITZWEIJERS (#696),05:02:20,"NZL
																							|","35-39
(28)","Male 
													(177)",00:38:22,00:05:37,02:41:04,00:01:41,01:35:34,
204,205,Chris HUTCHINSON (#1265),05:02:40,"NZL
																							|","50-54
(20)","Male 
													(178)",00:34:35,00:05:38,02:33:58,00:01:33,01:46:54,
205,206,Michael HANSON (#1035),05:02:44,"NZL
																							|","45-49
(22)","Male 
													(179)",00:35:33,00:05:54,02:33:47,00:01:26,01:46:04,
206,207,Andrew BALSILLIE (#203),05:03:08,"NZL
																							|","50-54
(21)","Male 
													(180)",00:34:52,00:05:55,02:40:16,00:01:31,01:40:32,
207,208,Drew BROMWICH (#157),05:03:14,"NZL
																							|","30-34
(23)","Male 
													(181)",00:29:21,00:05:50,02:34:20,00:01:09,01:52:31,
208,209,Leon RUTTERSMITH (#127),05:03:34,"NZL
																							|","55-59
(8)","Male 
													(182)",00:30:08,00:05:42,02:39:55,00:01:18,01:46:28,
209,210,Kieran VAN DORSTEN (#615),05:03:39,"NZL
																							|","30-34
(24)","Male 
													(183)",00:28:40,00:05:52,02:39:13,00:01:41,01:48:10,
210,211,Mark TURNER (#612),05:03:39,"NZL
																							|","30-34
(25)","Male 
													(184)",00:30:52,00:06:11,02:37:10,00:01:39,01:47:45,
211,212,Rebecca CAMPBELL (#789),05:03:47,"GBR
																							|","35-39
(2)","Female 
													(28)",00:33:30,00:06:22,02:42:31,00:01:48,01:39:33,
212,213,Shane LYE (#1333),05:04:08,"NZL
																							|","55-59
(9)","Male 
													(185)",00:38:16,00:06:05,02:36:36,00:01:48,01:41:22,
213,214,Kyle LANG (#744),05:04:13,"NZL
																							|","35-39
(29)","Male 
													(186)",00:27:54,00:05:13,02:31:55,00:01:26,01:57:44,
214,215,Sam KEATS (#297),05:04:35,"NZL
																							|","18-24
(17)","Male 
													(187)",00:31:39,00:05:01,02:44:57,00:01:25,01:41:31,
215,216,David CREAMER (#219),05:04:35,"NZL
																							|","55-59
(10)","Male 
													(188)",00:33:04,00:05:40,02:43:30,00:02:03,01:40:16,
216,217,Mark CRAKE (#1024),05:04:37,"NZL
																							|","45-49
(23)","Male 
													(189)",00:34:08,00:06:03,02:39:50,00:01:21,01:43:13,
217,218,Craig BRIGHOUSE (#1249),05:04:39,"NZL
																							|","50-54
(22)","Male 
													(190)",00:32:30,00:05:05,02:41:13,00:01:49,01:44:00,
218,219,Dylan HODSON (#716),05:04:40,"NZL
																							|","35-39
(30)","Male 
													(191)",00:31:09,00:06:38,02:29:38,00:02:58,01:54:15,
219,220,Shane JANSSEN (#1335),05:04:45,"NZL
																							|","55-59
(11)","Male 
													(192)",00:33:27,00:06:34,02:39:21,00:01:35,01:43:46,
220,221,Alan HARTLEY (#76),05:05:14,"AUS
																							|","60-64
(4)","Male 
													(193)",00:33:52,00:05:47,02:38:35,00:01:36,01:45:23,
221,222,Kevin THOMPSON (#207),05:05:46,"NZL
																							|","50-54
(23)","Male 
													(194)",00:33:23,00:06:04,02:35:25,00:02:24,01:48:28,
222,223,Gaine PETTERSON (#1017),05:05:51,"NZL
																							|","45-49
(24)","Male 
													(195)",00:34:42,00:06:52,02:32:21,00:02:27,01:49:27,
223,224,Grant HALL (#834),05:05:52,"NZL
																							|","40-44
(22)","Male 
													(196)",00:37:49,00:05:59,02:37:45,00:01:18,01:43:00,
224,225,Michelle ASHLEY (#241),05:05:58,"NZL
																							|","25-29
(4)","Female 
													(29)",00:29:00,00:05:34,02:40:49,00:01:35,01:48:58,
225,226,Reece STIELLER (#534),05:06:12,"NZL
																							|","30-34
(26)","Male 
													(197)",00:28:47,00:06:14,02:37:08,00:01:51,01:52:09,
226,227,Matt HAY (#898),05:06:17,"NZL
																							|","40-44
(23)","Male 
													(198)",00:32:54,00:06:21,02:37:51,00:01:48,01:47:20,
227,228,Liam DAVIES (#554),05:06:44,"NZL
																							|","30-34
(27)","Male 
													(199)",00:29:10,00:06:18,02:44:29,00:01:14,01:45:32,
228,229,Hamish AUGUST (#1516),05:06:45,"NZL
																							|","45-49
(25)","Male 
													(200)",00:31:25,00:07:02,02:33:39,00:03:13,01:51:24,
229,230,Nicole MITCHELL (#505),05:06:46,"NZL
																							|","25-29
(5)","Female 
													(30)",00:27:31,00:05:18,02:51:01,00:01:16,01:41:37,
230,231,Christina WILSON (#996),05:07:05,"NZL
																							|","40-44
(4)","Female 
													(31)",00:32:54,00:05:41,02:46:06,00:01:34,01:40:47,
231,232,Tamsin BROWNE (#93),05:07:19,"NZL
																							|","30-34
(6)","Female 
													(32)",00:35:35,00:05:29,02:45:21,00:01:06,01:39:45,
232,233,Brian HRYNKOW (#54),05:07:25,"CAN
																							|","30-34
(28)","Male 
													(201)",00:29:19,00:04:36,02:19:17,00:01:41,02:12:30,
233,234,Kristian REID (#607),05:07:26,"NZL
																							|","30-34
(29)","Male 
													(202)",00:30:39,00:05:24,02:47:54,00:01:43,01:41:43,
234,235,Warrick JONES (#1021),05:07:36,"NZL
																							|","45-49
(26)","Male 
													(203)",00:38:49,00:05:53,02:45:53,00:01:40,01:35:19,
235,236,Willem BEZUIDENHOUT (#890),05:07:37,"NZL
																							|","40-44
(24)","Male 
													(204)",00:35:08,00:06:29,02:31:16,00:01:53,01:52:47,
236,237,Veiko TERMONEN (#95),05:07:37,"EST
																							|","35-39
(31)","Male 
													(205)",00:30:11,00:05:48,02:43:03,00:02:04,01:46:29,
237,238,Steve HIRSCHBERG (#211),05:07:38,"NZL
																							|","50-54
(24)","Male 
													(206)",00:32:37,00:05:32,02:42:29,00:01:07,01:45:51,
238,239,Blair SUTHERLAND (#1517),05:07:55,"NZL
																							|","45-49
(27)","Male 
													(207)",00:35:56,00:06:13,02:39:26,00:01:32,01:44:46,
239,240,Robert PICKARD (#138),05:07:56,"AUS
																							|","65-69
(1)","Male 
													(208)",00:31:33,00:06:19,02:36:21,00:02:14,01:51:28,
240,241,Steve SWALLOW (#264),05:08:02,"NZL
																							|","45-49
(28)","Male 
													(209)",00:38:27,00:07:07,02:36:31,00:02:00,01:43:55,
241,242,Hagmann MARTIN (#1217),05:08:08,"CHE
																							|","50-54
(25)","Male 
													(210)",00:37:42,00:08:14,02:36:42,00:02:13,01:43:14,
242,243,Jean-Baptiste BOUCHET (#538),05:08:13,"FRA
																							|","30-34
(30)","Male 
													(211)",00:32:51,00:06:27,02:48:23,00:02:45,01:37:43,
243,244,Cameron WHYTE (#253),05:08:24,"NZL
																							|","40-44
(25)","Male 
													(212)",00:31:48,00:06:42,02:39:23,00:01:42,01:48:47,
244,245,Danny BROWN (#162),05:08:26,"NZL
																							|","30-34
(31)","Male 
													(213)",00:30:13,00:06:49,02:42:48,00:02:03,01:46:30,
245,246,Matthew CODY (#1208),05:08:37,"NZL
																							|","50-54
(26)","Male 
													(214)",00:31:54,00:06:02,02:38:17,00:01:46,01:50:36,
246,247,Thomas KING (#547),05:08:46,"NZL
																							|","30-34
(32)","Male 
													(215)",00:40:04,00:05:35,02:44:00,00:01:25,01:37:40,
247,248,Kelly STOKES (#141),05:08:49,"NZL
																							|","35-39
(3)","Female 
													(33)",00:31:38,00:06:18,02:41:01,00:01:35,01:48:15,
248,249,Gerrard SMITH (#1023),05:08:49,"NZL
																							|","45-49
(29)","Male 
													(216)",00:30:56,00:06:05,02:40:49,00:01:48,01:49:09,
249,250,Jarryn OSBORNE (#548),05:08:53,"NZL
																							|","30-34
(33)","Male 
													(217)",00:30:17,00:06:23,02:29:33,00:01:58,02:00:40,
250,251,Hayley GALLAGHER (#624),05:09:25,"NZL
																							|","30-34
(7)","Female 
													(34)",00:31:09,00:05:34,02:39:25,00:01:16,01:52:00,
251,252,Mike LEADBEATER (#423),05:09:27,"NZL
																							|","25-29
(31)","Male 
													(218)",00:35:31,00:06:54,02:37:38,00:01:56,01:47:25,
252,253,Adam DOWNEY (#703),05:09:30,"GBR
																							|","35-39
(32)","Male 
													(219)",00:39:44,00:06:54,02:31:48,00:02:41,01:48:21,
253,254,James PRIGG (#710),05:09:35,"GBR
																							|","35-39
(33)","Male 
													(220)",00:31:12,00:06:20,02:44:02,00:01:54,01:46:04,
254,255,Sophie ROBINSON (#630),05:10:04,"GBR
																							|","30-34
(8)","Female 
													(35)",00:28:02,00:05:55,02:45:51,00:01:29,01:48:44,
255,256,Craig MCELVANEY (#1044),05:10:04,"AUS
																							|","45-49
(30)","Male 
													(221)",00:30:22,00:04:50,02:33:54,00:01:58,01:58:57,
256,257,Jason HARPER (#110),05:10:08,"NZL
																							|","45-49
(31)","Male 
													(222)",00:37:48,00:06:40,02:35:23,00:02:11,01:48:04,
257,258,Heather NEILL (#332),05:10:20,"NZL
																							|","18-24
(2)","Female 
													(36)",00:32:58,00:05:03,02:40:56,00:01:28,01:49:53,
258,259,Craig JACKSON (#191),05:10:22,"NZL
																							|","45-49
(32)","Male 
													(223)",00:34:48,00:05:47,02:37:11,00:01:45,01:50:49,
259,260,Shaun BRANNIGAN (#545),05:10:25,"NZL
																							|","30-34
(34)","Male 
													(224)",00:31:20,00:05:47,02:35:38,00:01:25,01:56:13,
260,261,Rodney HOWARD (#999),05:10:26,"AUS
																							|","45-49
(33)","Male 
													(225)",00:42:00,00:06:10,02:32:02,00:02:09,01:48:03,
261,262,Sarah O'GRADY (#631),05:10:29,"NZL
																							|","30-34
(9)","Female 
													(37)",00:31:39,00:05:57,02:45:55,00:02:20,01:44:36,
262,263,Mike BOND (#1186),05:10:46,"NZL
																							|","50-54
(27)","Male 
													(226)",00:33:12,00:05:15,02:34:07,00:02:05,01:56:04,
263,264,Rhonda LEE (#187),05:10:58,"NZL
																							|","40-44
(5)","Female 
													(38)",00:33:03,00:05:34,02:38:31,00:01:58,01:51:50,
264,265,Bridget RAY (#1531),05:11:02,"NZL
																							|","55-59
(1)","Female 
													(39)",00:37:54,00:06:06,02:42:07,00:01:29,01:43:24,
265,266,Cameron JONES (#310),05:11:14,"NZL
																							|","18-24
(18)","Male 
													(227)",00:33:40,00:06:55,02:22:30,00:01:56,02:06:11,
266,267,Carl OLSEN (#683),05:11:22,"NZL
																							|","35-39
(34)","Male 
													(228)",00:34:31,00:05:43,02:37:54,00:01:54,01:51:17,
267,268,Kerri DEWE (#63),05:11:44,"NZL
																							|","40-44
(6)","Female 
													(40)",00:36:09,00:05:06,02:44:37,00:01:13,01:44:37,
268,269,Carey WOOD (#1353),05:11:46,"NZL
																							|","55-59
(12)","Male 
													(229)",00:34:01,00:06:11,02:34:35,00:02:39,01:54:17,
269,270,Chris DUNN (#535),05:11:49,"NZL
																							|","30-34
(35)","Male 
													(230)",00:28:44,00:05:04,02:44:35,00:01:49,01:51:35,
270,271,Megan ARTHUR (#66),05:11:51,"NZL
																							|","45-49
(2)","Female 
													(41)",00:34:10,00:06:45,02:36:06,00:01:52,01:52:56,
271,272,Elliot MCKINNEL (#372),05:11:52,"NZL
																							|","25-29
(32)","Male 
													(231)",00:28:22,00:06:04,02:37:09,00:01:48,01:58:27,
272,273,Chris WALLS (#1239),05:11:52,"NZL
																							|","50-54
(28)","Male 
													(232)",00:34:30,00:07:04,02:46:55,00:02:23,01:40:59,
273,274,James ATCHISON (#1027),05:11:59,"NZL
																							|","45-49
(34)","Male 
													(233)",00:33:46,00:06:04,02:51:03,00:02:01,01:39:03,
274,275,Mark OLSEN (#170),05:12:07,"NZL
																							|","35-39
(35)","Male 
													(234)",00:36:01,00:06:53,02:52:24,00:01:42,01:35:05,
275,276,Dave SCOTT (#128),05:12:09,"NZL
																							|","55-59
(13)","Male 
													(235)",00:32:45,00:05:15,02:50:22,00:01:44,01:42:01,
276,277,Kevin SKINNER (#1218),05:12:15,"NZL
																							|","50-54
(29)","Male 
													(236)",00:34:44,00:06:27,02:37:56,00:03:58,01:49:08,
277,278,Herman ENGELBRECHT (#739),05:12:36,"NZL
																							|","35-39
(36)","Male 
													(237)",00:52:09,00:07:00,02:21:43,00:02:59,01:48:43,
278,279,David PRESLAND (#212),05:12:49,"NZL
																							|","50-54
(30)","Male 
													(238)",00:35:00,00:05:46,02:45:37,00:01:20,01:45:04,
279,280,Sergey POPOV (#754),05:12:50,"RUS
																							|","35-39
(37)","Male 
													(239)",00:34:30,00:06:35,02:40:41,00:01:37,01:49:25,
280,281,Graeme MACDONALD (#132),05:12:54,"NZL
																							|","60-64
(5)","Male 
													(240)",00:32:51,00:07:03,02:38:12,00:01:29,01:53:17,
281,282,Sierra RYLAND (#773),05:13:01,"NZL
																							|","35-39
(4)","Female 
													(42)",00:33:28,00:05:41,02:43:15,00:01:49,01:48:46,
282,283,Marlene ZEUG (#115),05:13:15,"USA
																							|","45-49
(3)","Female 
													(43)",00:32:50,00:06:23,02:44:55,00:01:35,01:47:31,
283,284,Karen RUSSO (#954),05:13:20,"NZL
																							|","40-44
(7)","Female 
													(44)",00:37:17,00:06:01,02:37:57,00:02:09,01:49:55,
284,285,Adam LEITCH (#1504),05:13:24,"GBR
																							|","35-39
(38)","Male 
													(241)",00:31:36,00:06:40,02:48:27,00:04:02,01:42:36,
285,286,Regan BOOTH (#855),05:13:33,"NZL
																							|","40-44
(26)","Male 
													(242)",00:33:55,00:05:33,02:36:36,00:01:55,01:55:32,
286,287,Nathan MASTERS (#880),05:13:48,"NZL
																							|","40-44
(27)","Male 
													(243)",00:39:53,00:05:39,02:35:14,00:01:38,01:51:23,
287,288,Gerard GORDON (#1257),05:13:52,"NZL
																							|","50-54
(31)","Male 
													(244)",00:33:04,00:06:07,02:48:40,00:02:00,01:44:00,
288,289,Mike STOTT (#1007),05:14:00,"NZL
																							|","45-49
(35)","Male 
													(245)",00:35:11,00:06:53,02:38:47,00:02:57,01:50:10,
289,290,Brendan WHAREHOKA (#269),05:14:06,"NZL
																							|","50-54
(32)","Male 
													(246)",00:30:48,00:06:47,02:38:33,00:02:01,01:55:56,
290,291,Andrew MCLEOD (#1455),05:14:09,"NZL
																							|","60-64
(6)","Male 
													(247)",00:34:26,00:07:02,02:37:50,00:01:41,01:53:08,
291,292,Andre OBRADOVIC (#120),05:14:20,"AUS
																							|","50-54
(33)","Male 
													(248)",00:36:34,00:05:43,02:46:24,00:02:25,01:43:12,
